01.Licence Number,02.Current Licence Status,03.Licensee Name,04.Orig BA Code,05.Surface Location,06.Detection Date,07.Report Date,08.Report Status,09.Failure Type,10.Failure Top Depth (mKB),11.Failure Depth Bottom (mKB),12.Reported Resolution,13.Reported Resolution Date,14.Steam Scheme Type,15.Connection Type,16.Final Drill Date
 0270864,Abandoned,Aspenleaf Energy Limited (A74X),A637,15-29-050-26W4,"Aug 03, 2017","Aug 24, 2017",Closed,Hole,278,285,Cement Squeeze/Plug,"Aug 10, 2017",,LTC,"Jul 13, 2002"
 0381260,Abandoned,New Star Energy Ltd. (A68R),A68R,16-08-051-04W5,"Aug 03, 2021","Aug 04, 2021",Closed,Hole,1580,1584,Bridge Plug,"Aug 05, 2021",,LTC,"Sep 19, 2007"
 0154367,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,08-26-040-03W4,"Aug 04, 2010","Mar 22, 2019",Closed,Hole,787,788,Cement Squeeze/Plug,"Jul 27, 2019",,LTC,"Nov 09, 1992"
 0225644,Abandoned,Spartan Delta Corp. (A8HR),0XL9,14-30-043-09W5,"Aug 04, 2011","Aug 08, 2011",Closed,Hole,1129,1808,Cement Squeeze/Plug,"Aug 23, 2011",,LTC,"Sep 30, 1999"
 0375452,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,15-27-040-01W4,"Aug 04, 2021","Aug 05, 2021",Closed,Hole,581,981,Cement Squeeze/Plug,"Oct 22, 2021",,LTC,"Sep 10, 2007"
 0154054,Abandoned,West Lake Energy Corp. (A7H7),0BP8,07-23-040-03W4,"Aug 05, 2010","Aug 26, 2010",Closed,Hole,774,790,Cement Squeeze/Plug,"Oct 19, 2010",,LTC,"Nov 02, 1992"
 0205120,Abandoned,Spoke Resources Ltd. (A8FY),0Z0H,03-08-087-09W5,"Aug 05, 2013","Oct 18, 2013",Closed,Hole,680,710,Cement Squeeze/Plug,"Oct 25, 2013",,LTC,"Oct 13, 1997"
 0066355,Abandoned,Spartan Delta Corp. (A8HR),A8HR,05-28-012-01W4,"Aug 05, 2021","Aug 13, 2021",Closed,Hole,60,250,Cement Squeeze/Plug,"Aug 06, 2021",,LTC,"Oct 27, 1977"
 0375453,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,15-27-040-01W4,"Aug 05, 2021","Aug 06, 2021",Closed,Hole,691,866,Cement Squeeze/Plug,"Sep 26, 2021",,LTC,"Sep 16, 2007"
 0159053,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,03-36-040-11W4,"Aug 06, 2021","Oct 19, 2021",Closed,Hole,825,997,Cement Squeeze/Plug,"Aug 08, 2021",,LTC,"Jul 03, 1993"
 0231140,Abandoned,Sinopec Canada Energy Ltd. (A6GD),A6GD,02-07-060-14W5,"Aug 06, 2021","Sep 20, 2021",Closed,Hole,1801,1876,Cement Squeeze/Plug,"Aug 15, 2021",,LTC,"Mar 07, 2000"
 0373545,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,13-27-040-01W4,"Aug 07, 2021","Aug 09, 2021",Closed,Hole,651,825,Cement Squeeze/Plug,"Aug 08, 2021",,LTC,"Aug 08, 2007"
 0002638,Abandoned,Aspenleaf Energy Limited (A74X),0M66,06-02-050-26W4,"Aug 08, 1991","Aug 08, 1991",Closed,Hole,,,Packer,"Aug 27, 1991",,LTC,"Mar 30, 1951"
 0339306,Abandoned,Obsidian Energy Ltd. (0BP8),0BP8,08-31-081-15W5,"Aug 08, 2013","Aug 13, 2013",Closed,Hole,5,5,Replaced Failed Casing,"Aug 11, 2013",,LTC,"Jun 18, 2006"
 0034450,Abandoned,Enhance Energy Inc. (A216),0X0P,04-08-041-24W4,"Aug 09, 2005","Mar 24, 2006",Closed,Hole,718,719,Cement Squeeze/Plug,"Aug 15, 2005",,LTC,"Sep 19, 1968"
 0360594,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,08-34-040-01W4,"Aug 09, 2021","Aug 13, 2021",Closed,Hole,424,903,Cement Squeeze/Plug,"Aug 10, 2021",,LTC,"Oct 02, 2006"
 0045457,Abandoned,Cardinal Energy Ltd. (A6A7),0045,06-22-071-04W5,"Aug 11, 1992","Aug 11, 1992",Closed,Hole,920,,Cement Squeeze/Plug,"Aug 07, 1992",,LTC,"May 06, 1973"
 0086279,Abandoned,Shell Canada Limited (0T03),0T03,08-20-004-01W5,"Aug 11, 2009","Sep 11, 2009",Closed,Hole,1573,1582,Cement Squeeze/Plug,"Aug 14, 2010",,LTC,"Mar 18, 1981"
 0120298,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,14-15-040-08W4,"Aug 11, 2019","Aug 13, 2019",Closed,Hole,908,943,Cement Squeeze/Plug,"Aug 19, 2019",,LTC,"Jan 01, 1986"
 0066416,Abandoned,Ember Resources Inc. (A1H9),0026,08-08-030-24W4,"Aug 12, 2011","Sep 01, 2011",Closed,Burst,73,73,Bridge Plug,"Sep 06, 2011",,LTC,"Apr 10, 1978"
 0226895,Abandoned,Tourmaline Oil Corp. (A573),0JL8,15-12-049-26W4,"Aug 12, 2014","Aug 13, 2014",Closed,Hole,1,26,Other,"Aug 13, 2014",,LTC,"Nov 27, 1999"
 0179763,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,15-16-040-08W4,"Aug 12, 2020","Aug 25, 2020",Closed,Hole,767,951,Cement Squeeze/Plug,"Aug 14, 2020",,LTC,"Sep 03, 1995"
 0266077,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,02-36-040-01W4,"Aug 12, 2021","Aug 26, 2021",Closed,Hole,722,804,Cement Squeeze/Plug,"Sep 26, 2021",,LTC,"Feb 03, 2002"
 0152799,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,07-02-041-11W4,"Aug 12, 2021","Sep 14, 2021",Closed,Hole,840,930,Cement Squeeze/Plug,"Aug 16, 2021",,LTC,"Jun 27, 1992"
 0360595,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,08-34-040-01W4,"Aug 12, 2021","Aug 26, 2021",Closed,Hole,591,987,Cement Squeeze/Plug,"Sep 24, 2021",,LTC,"Oct 10, 2006"
 0016460,Abandoned,Enhance Energy Inc. (A216),0BP8,01-32-034-01W5,"Aug 14, 1985","Aug 14, 1985",Closed,Hole,,,Monitor As Required,,,LTC,"Feb 22, 1959"
 0016460,Abandoned,Enhance Energy Inc. (A216),0007,01-32-034-01W5,"Aug 14, 1985","Mar 24, 2004",Closed,Thread Leak,2644,,Cement Squeeze/Plug,"Jul 01, 1988",,LTC,"Feb 22, 1959"
 0116618,Abandoned,Blue Sky Resources Ltd. (A7XK),0AL2,10-22-084-14W5,"Aug 14, 2002","May 02, 2003",Closed,Hole,675,730,Cemented Liner,"Apr 09, 2003",,LTC,"Aug 19, 1985"
 0310387,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,10-36-030-14W4,"Aug 14, 2004","Sep 30, 2004",Closed,Hole,351,352,Cement Squeeze/Plug,"Oct 06, 2008",,LTC,"Aug 15, 2004"
 0188325,Abandoned,Surge Energy Inc. (0YK4),0YK4,14-30-045-02W5,"Aug 14, 2019","Aug 22, 2019",Closed,Hole,1858,1858,Casing Patch,"Aug 29, 2019",,LTC,"Jul 12, 1996"
 0399370,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,06-34-040-01W4,"Aug 14, 2021","Aug 27, 2021",Closed,Hole,611,854,Cement Squeeze/Plug,"Aug 17, 2021",,LTC,"Sep 23, 2008"
 0040381,Abandoned,Imperial Oil Resources Limited (0007),0007,04-27-064-03W4,"Aug 15, 1996","Aug 15, 1996",Closed,Hole,131,,Well/Zone Abandoned,"Aug 15, 1996",Cyclic Steam,LTC,"Jul 29, 1971"
 0113642,Abandoned,Journey Energy Inc. (A2PH),0BP8,14-18-056-04W5,"Aug 15, 2012","Aug 29, 2012",Closed,Hole,12,13,Replaced Failed Casing,"Oct 17, 2012",,LTC,"Mar 26, 1985"
 0270755,Abandoned,Spartan Delta Corp. (A8HR),A8HR,06-09-011-08W4,"Aug 15, 2022","Sep 21, 2022",Closed,Hole,400,588,Bridge Plug,"Nov 04, 2022",,LTC,"Jul 16, 2002"
 0146738,Abandoned,Karve Energy Inc. (A7BT),A2J6,09-31-040-13W4,"Aug 16, 2017","Aug 17, 2017",Closed,Hole,3,8,Cement Squeeze/Plug,"Aug 21, 2017",,LTC,"Feb 07, 1991"
 0179760,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,15-16-040-08W4,"Aug 16, 2020","Aug 25, 2020",Closed,Hole,805,996,Cement Squeeze/Plug,"Aug 18, 2020",,LTC,"Aug 30, 1995"
 0040379,Abandoned,Imperial Oil Resources Limited (0007),0007,08-28-064-03W4,"Aug 17, 1996","Aug 17, 1996",Closed,Hole,273,,Well/Zone Abandoned,"Aug 17, 1996",Cyclic Steam,LTC,"Jul 19, 1971"
 0123345,Abandoned,Blue Sky Resources Ltd. (A7XK),0RA3,08-07-091-05W5,"Aug 17, 2007","Sep 10, 2007",Closed,Hole,500,590,Cement Squeeze/Plug,"Nov 28, 2007",,LTC,"Aug 06, 1986"
 0030669,Abandoned,Surge Energy Inc. (0YK4),0BP8,13-35-045-06W4,"Aug 17, 2008","Dec 09, 2008",Closed,Hole,0,0,Cement Squeeze/Plug,"Oct 22, 2008",,LTC,"Jul 16, 1966"
 0159058,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,03-36-040-11W4,"Aug 17, 2021","Oct 19, 2021",Closed,Hole,826,960,Cement Squeeze/Plug,"Aug 20, 2021",,LTC,"Jun 27, 1993"
 0045914,Abandoned,Cenovus Energy Inc. (A5D4),0R46,07-24-110-08W6,"Aug 18, 2012","Aug 12, 2013",Closed,Hole,640,1500,Cement Squeeze/Plug,"Aug 17, 2013",,LTC,"Jun 17, 1973"
 0265696,Abandoned,Canadian Natural Resources Limited (0HE9),A0YZ,08-27-053-27W5,"Aug 18, 2015","Sep 17, 2015",Closed,Hole,450,450,Bridge Plug,"Oct 14, 2015",,LTC,"Mar 27, 2002"
 0334676,Abandoned,New Star Energy Ltd. (A68R),A68R,11-06-051-03W5,"Aug 18, 2019","Aug 22, 2019",Closed,Hole,1430,1535,Cement Squeeze/Plug,"Aug 21, 2019",,LTC,"Aug 01, 2005"
 0152758,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,06-02-041-11W4,"Aug 18, 2021","Sep 16, 2021",Closed,Hole,831,1015,Cement Squeeze/Plug,"Aug 21, 2021",,LTC,"Jul 19, 1992"
 0119235,Abandoned,I3 Energy Canada Ltd. (A8HW),0BL1,11-13-048-10W5,"Aug 19, 2004","Aug 30, 2004",Closed,Hole,2214,2215,Bridge Plug,"Aug 25, 2005",,LTC,"Dec 03, 1985"
 0027184,Abandoned,Acquisition Oil Corp. (A7N3),0G30,04-36-068-10W5,"Aug 19, 2015","Aug 24, 2015",Closed,Hole,65,66,Bridge Plug,"Aug 19, 2015",,LTC,"Jan 08, 1965"
 0027808,Abandoned,Cardinal Energy Ltd. (A6A7),0JL8,02-03-070-10W5,"Aug 19, 2016","Aug 26, 2016",Closed,Hole,426,1075,Cement Squeeze/Plug,"Sep 01, 2016",,LTC,"Apr 15, 2001"
 0399368,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,06-34-040-01W4,"Aug 19, 2021","Aug 27, 2021",Closed,Hole,580,805,Cement Squeeze/Plug,"Aug 20, 2021",,LTC,"Sep 09, 2008"
 0183690,Abandoned,Paramount Resources Ltd. (0AW4),0AW4,02-02-115-05W6,"Aug 19, 2022","Nov 08, 2022",Closed,Hole,15,25,Cement Squeeze/Plug,"Nov 09, 2022",,LTC,"Jan 16, 1996"
 0201749,Abandoned,Ovintiv Canada ULC (0026),0026,04-11-073-11W6,"Aug 20, 2003","Dec 18, 2018",Closed,Hole,362,363,Other,"Nov 27, 2003",,LTC,"Jul 12, 1997"
 0029394,Abandoned,Highvale Operating Corp. (A69T),A69T,08-25-046-08W5,"Aug 20, 2020","Aug 24, 2020",Closed,Hole,1225,1305,Cement Squeeze/Plug,"Aug 22, 2020",,LTC,"Dec 06, 1965"
 0399367,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,06-34-040-01W4,"Aug 21, 2021","Aug 31, 2021",Closed,Hole,741,865,Cement Squeeze/Plug,"Sep 26, 2021",,LTC,"Sep 02, 2008"
 0052173,Abandoned,Strathcona Resources Ltd. (A8FG),0063,06-13-058-05W4,"Aug 22, 1977","Aug 22, 1977",Closed,Parted,142,,Cemented Liner,"Nov 30, 2002",Cyclic Steam,LTC,"Dec 19, 1974"
 0214999,Abandoned,Scollard Energy Ltd. (A78E),0KR3,06-14-050-08W5,"Aug 23, 2000","Sep 22, 2000",Closed,Burst,344,,Replaced Failed Casing,"Aug 26, 2000",,LTC,"May 21, 1998"
 0195762,Abandoned,Battle River Energy Ltd. (A7WF),0JL8,02-08-040-03W4,"Aug 23, 2013","Aug 28, 2013",Closed,Hole,605,780,Cement Squeeze/Plug,"Oct 04, 2013",,LTC,"Jan 30, 1997"
 0021307,Abandoned,Acquisition Oil Corp. (A7N3),0G30,02-20-068-10W5,"Aug 23, 2015","Aug 24, 2015",Closed,Hole,1252,1253,Bridge Plug,"Aug 23, 2015",,LTC,"Oct 08, 1961"
 0361556,Abandoned,Spartan Delta Corp. (A8HR),A8HR,13-15-043-10W5,"Aug 23, 2022","Oct 12, 2022",Closed,Hole,618,623,Cement Squeeze/Plug,"Aug 28, 2022",,LTC,"Sep 20, 2006"
 0092414,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,05-18-055-05W4,"Aug 24, 1989","Aug 24, 1989",Closed,Parted,,,Cemented Liner,"Sep 25, 1989",Cyclic Steam,LTC,"Oct 22, 1981"
 0087583,Abandoned,Shell Canada Limited (0T03),0T03,06-03-006-03W5,"Aug 24, 2001","Sep 17, 2009",Closed,Parted,130,130,Replaced Failed Casing,"Aug 28, 2001",,LTC,"Aug 01, 2001"
 0015850,Abandoned,Paramount Resources Ltd. (0AW4),A1C9,02-03-064-19W5,"Aug 24, 2005","Aug 24, 2005",Closed,Hole,420,2803,Cement Squeeze/Plug,"Sep 13, 2005",,LTC,"Nov 30, 1958"
 0426286,Abandoned,Cenovus Energy Inc. (A5D4),0R46,14-26-048-02W4,"Aug 24, 2014","Aug 27, 2014",Closed,Collapse,796,813,Failure in Prod Zone,"Aug 27, 2014",,LTC,"Jan 13, 2011"
 0171701,Abandoned,Tamarack Valley Energy Ltd. (A04N),A5TT,10-16-056-20W4,"Aug 24, 2017","Sep 03, 2017",Closed,Hole,712,867,Cement Squeeze/Plug,"Sep 17, 2017",,LTC,"Mar 03, 1995"
 0134566,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,04-21-041-12W4,"Aug 24, 2021","Aug 27, 2021",Closed,Hole,812,814,Cement Squeeze/Plug,"Aug 25, 2021",,LTC,"Jul 29, 1988"
 0152751,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,06-02-041-11W4,"Aug 24, 2021","Oct 13, 2021",Closed,Hole,838,883,Cement Squeeze/Plug,"Aug 27, 2021",,LTC,"Jun 26, 1992"
 0018236,Abandoned,Enhance Energy Inc. (A216),0NX9,01-29-034-01W5,"Aug 25, 1987","Aug 25, 1987",Closed,Hole,,,Packer,"Nov 30, 2002",,LTC,"Jan 21, 1960"
 0237497,Abandoned,Acquisition Oil Corp. (A7N3),0G30,11-11-068-10W5,"Aug 25, 2015","Aug 26, 2015",Closed,Hole,50,51,Other,"Aug 27, 2015",,LTC,"Jul 02, 2000"
 0055813,Abandoned,Long Run Exploration Ltd. (A517),A517,06-25-081-25W5,"Aug 25, 2019","Sep 04, 2019",Closed,Hole,12,294,Cement Squeeze/Plug,"Oct 09, 2019",,LTC,"Nov 25, 1975"
 0045050,Abandoned,Imperial Oil Resources Limited (0007),0007,13-05-065-03W4,"Aug 26, 1991","Aug 26, 1991",Closed,Hole,,,Bridge Plug,"Nov 30, 2002",Cyclic Steam,LTC,"Feb 25, 1973"
 0101935,Abandoned,HWN Energy Ltd. (A8T8),0G30,05-19-068-06W6,"Aug 26, 2010","Sep 08, 2010",Closed,Hole,1227,1228,Cement Squeeze/Plug,"Sep 26, 2010",,LTC,"Aug 25, 1983"
 0053701,Abandoned,Pine Cliff Energy Ltd. (A1GR),0XL9,07-30-047-16W4,"Aug 26, 2011","Aug 31, 2011",Closed,Hole,6,13,Failure in Prod Zone,"Aug 30, 2011",,LTC,"Jun 12, 1975"
 0156924,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,06-04-038-17W4,"Aug 26, 2015","Oct 16, 2015",Closed,Hole,538,550,Failure in Prod Zone,"Aug 27, 2015",,LTC,"Mar 13, 1993"
 0145246,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,05-22-041-12W4,"Aug 26, 2021","Aug 31, 2021",Closed,Hole,600,931,Cement Squeeze/Plug,"Aug 29, 2021",,LTC,"Oct 13, 1990"
 0043902,Abandoned,Canadian Natural Resources Limited (0HE9),0K29,07-32-038-07W5,"Aug 27, 2008","Sep 09, 2008",Closed,Hole,908,2154,Cement Squeeze/Plug,"Nov 14, 2008",,LTC,"Jan 04, 1973"
 0172330,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,16-27-040-03W4,"Aug 27, 2017","Apr 04, 2019",Closed,Hole,673,681,Bridge Plug,"Aug 28, 2017",,LTC,"Nov 16, 1994"
 0018888,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,01-07-022-26W4,"Aug 27, 2018","Dec 13, 2018",Closed,Hole,1707,1761,Cement Squeeze/Plug,"Oct 25, 2018",,LTC,"May 16, 1960"
 0122576,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,01-07-073-07W6,"Aug 27, 2020","Sep 16, 2020",Closed,Hole,5,14,Replaced Failed Casing,"Aug 09, 2023",,LTC,"Mar 11, 1986"
 0300175,Abandoned,Spoke Resources Ltd. (A8FY),0Z0H,09-31-087-08W6,"Aug 28, 2017","Aug 29, 2017",Closed,Hole,2306,2460,Cement Squeeze/Plug,"Aug 30, 2017",,LTC,"Jan 27, 2004"
 0017498,Abandoned,Paramount Resources Ltd. (0AW4),0AW4,04-16-064-19W5,"Aug 28, 2018","Oct 03, 2018",Closed,Hole,1725,2835,Cement Squeeze/Plug,"Oct 03, 2018",,LTC,"Dec 30, 1959"
 0156052,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,05-36-040-11W4,"Aug 29, 2021","Oct 14, 2021",Closed,Hole,288,487,Cement Squeeze/Plug,"Sep 07, 2021",,LTC,"Feb 20, 1993"
 0229666,Abandoned,Vermilion Energy Inc. (A6FW),A6FW,04-21-043-10W5,"Aug 29, 2022","Aug 30, 2022",Closed,Hole,845,1046,Cement Squeeze/Plug,"Sep 13, 2022",,LTC,"Feb 12, 2001"
 0073232,Abandoned,Petrus Resources Corp. (A632),A1L8,11-01-044-08W5,"Aug 31, 2009","Sep 15, 2009",Closed,Hole,938,1254,Cement Squeeze/Plug,"Aug 26, 2013",,LTC,"Sep 07, 2009"
 0093478,Abandoned,Teine Energy Ltd. (A5L8),0039,05-06-043-01W4,"Aug 31, 2018","Nov 06, 2018",Closed,Hole,15,16,Casing Patch,"Jan 25, 2019",Injection,LTC,"Nov 28, 1981"
 0201155,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,02-25-040-01W4,"Dec 01, 2020","Dec 04, 2020",Closed,Hole,586,689,Cement Squeeze/Plug,"Dec 11, 2020",,LTC,"Jun 19, 1997"
 0349615,Abandoned,Cenovus Energy Inc. (A5D4),A5D4,03-33-048-04W4,"Dec 01, 2023","Dec 20, 2023",Closed,Thread Leak,343,344,Cement Squeeze/Plug,"Dec 13, 2023",,LTC,"Aug 02, 2006"
 0021632,Abandoned,Whitecap Resources Inc. (A5BE),A5BE,08-16-032-02W5,"Dec 02, 2019","Dec 12, 2019",Closed,Hole,1169,1171,Cement Squeeze/Plug,"Dec 04, 2019",,LTC,"Nov 20, 1961"
 0038551,Abandoned,TAQA North Ltd. (A2TG),0246,12-06-035-08W5,"Dec 03, 1988","Dec 03, 1988",Closed,Parted,,,Replaced Failed Casing,"Sep 12, 1989",,LTC,"Apr 12, 1971"
 0048472B,Abandoned,Imperial Oil Resources Limited (0007),0007,01-07-065-03W4,"Dec 03, 1991","Dec 03, 1991",Closed,Parted,225,,Bridge Plug,"Jun 03, 1992",Cyclic Steam,LTC,"Jan 29, 1974"
 0157016,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,10-34-040-01W4,"Dec 03, 2020","Dec 04, 2020",Closed,Hole,777,859,Cement Squeeze/Plug,"Dec 11, 2020",,LTC,"Apr 07, 1993"
 0085080,Abandoned,LGX Oil + Gas Inc. (A6D5),A6D5,07-13-005-05W4,"Dec 03, 2021","Jul 21, 2023",Closed,Hole,625,993,Cement Squeeze/Plug,"Nov 05, 2022",,LTC,"Sep 05, 1980"
 0124159,Abandoned,Pine Cliff Energy Ltd. (A1GR),0P34,16-11-037-05W5,"Dec 04, 2006","Jan 22, 2007",Closed,Hole,1548,1681,Cement Squeeze/Plug,"Dec 19, 2006",,LTC,"Dec 04, 1986"
 0457511,Abandoned,Cenovus Energy Inc. (A5D4),A5D4,16-17-052-05W4,"Dec 06, 2023","Dec 20, 2023",Closed,Thread Leak,279,282,Cement Squeeze/Plug,"Dec 20, 2023",,LTC,"Jul 08, 2013"
 0052056,Abandoned,Whitecap Resources Inc. (A5BE),A5BE,04-01-032-02W5,"Dec 07, 2020","Dec 22, 2020",Closed,Thread Leak,1377,1377,Cement Squeeze/Plug,"Dec 10, 2020",,LTC,"Dec 15, 1974"
 0251100,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,04-35-040-01W4,"Dec 08, 2020","Dec 14, 2020",Closed,Hole,261,385,Cement Squeeze/Plug,"Dec 11, 2020",,LTC,"Mar 20, 2001"
 0261893,Abandoned,Longshore Resources Ltd. (A76W),A8FC,10-22-054-18W4,"Dec 09, 2020","Dec 09, 2020",Closed,Hole,912,930,Cement Squeeze/Plug,"Dec 09, 2020",,LTC,"Apr 12, 2002"
 0289377,Abandoned,Ipc Canada Ltd. (A868),A6Y2,08-36-018-11W4,"Dec 09, 2021","Jan 24, 2022",Closed,Hole,754,1035,Cement Squeeze/Plug,"Feb 01, 2022",,LTC,"Nov 22, 2003"
 0309129,Abandoned,Canadian Natural Resources Limited (0HE9),0031,10-31-071-10W6,"Dec 10, 2004","Dec 10, 2004",Closed,Collapse,2230,2234,Packer,"Jan 27, 2005",,LTC,"Aug 17, 2004"
 0205120,Abandoned,Spoke Resources Ltd. (A8FY),0Z0H,03-08-087-09W5,"Dec 10, 2013","Dec 13, 2013",Closed,Hole,710,711,Bridge Plug,"Feb 08, 2014",,LTC,"Oct 13, 1997"
 0219024,Abandoned,Greenfire Resources Operating Corporation (A8PA),0NY5,05-35-084-11W4,"Dec 11, 2003","Jan 15, 2004",Closed,Thread Leak,268,313,Cement Squeeze/Plug,"Dec 11, 2003",SAGD,LTC,"Jan 03, 1999"
 0036988,Abandoned,Whitecap Resources Inc. (A5BE),0002,11-28-037-09W5,"Dec 13, 1988","Dec 13, 1988",Closed,Hole,,,Cement Squeeze/Plug,,,LTC,"Dec 28, 1969"
 0209632,Abandoned,General Energy Recovery Inc. (A7XG),0DM6,09-29-093-02W5,"Dec 13, 2005","Dec 14, 2005",Closed,Hole,528,531,Cement Squeeze/Plug,"Dec 30, 2005",,LTC,"Nov 06, 1998"
 0157019,Abandoned,Harvest Operations Corp. (0Z0H),0Z0H,10-34-040-01W4,"Dec 13, 2021","Dec 15, 2021",Closed,Hole,724,827,Cement Squeeze/Plug,"Dec 20, 2021",,LTC,"Mar 28, 1993"
 0245022,Abandoned,Suncor Energy Inc. (0054),0246,12-04-093-12W4,"Dec 14, 2007","Dec 20, 2007",Closed,Thread Leak,103,142,Cement Squeeze/Plug,"Feb 07, 2008",,LTC,"Dec 12, 2000"
 0010904,Abandoned,Ricochet Oil Corp. (A8K9),0G30,10-19-047-07W5,"Dec 14, 2017","Jan 15, 2018",Closed,Hole,568,569,Cement Squeeze/Plug,"Mar 27, 2018",,LTC,"May 13, 1956"
 0008404,Abandoned,Journey Energy Inc. (A2PH),A2PH,10-35-055-04W5,"Dec 15, 2017","Jan 17, 2018",Closed,Hole,1249,1283,Cement Squeeze/Plug,"Feb 26, 2018",,LTC,"Sep 05, 1954"
 0491776,Abandoned,Tamarack Valley Energy Ltd. (A04N),A5TT,08-25-034-09W4,"Dec 15, 2018","Jan 11, 2019",Closed,Thread Leak,488,488,Bridge Plug,"Feb 20, 2019",,LTC,"Dec 06, 2018"
 0020265,Abandoned,Razor Energy Corp. (A7L1),0JL8,02-18-065-13W5,"Dec 16, 1998","Apr 27, 1999",Closed,Hole,148,,Well Suspended,"Mar 31, 1999",,LTC,"Dec 26, 1960"
 0310619,Abandoned,Ember Resources Inc. (A1H9),0026,11-03-043-21W4,"Dec 16, 2011","Jan 13, 2012",Closed,Hole,1225,1226,Cement Squeeze/Plug,"Jul 07, 2015",,LTC,"Oct 10, 2004"
 0334053,Abandoned,Cenovus Energy Inc. (A5D4),A5D4,14-36-044-09W5,"Dec 16, 2018","Jan 14, 2019",Closed,Thread Leak,34,34,Other,"Feb 22, 2019",,LTC,"Sep 09, 2005"
 0161109,Abandoned,Point Bar Resources Inc. (A7D0),0R46,09-08-056-20W4,"Dec 17, 2004","May 13, 2005",Closed,Hole,684,686,Packer,"May 15, 2005",,LTC,"Sep 30, 1995"
 0068422,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,11-08-061-15W4,"Dec 17, 2014","Jan 07, 2015",Closed,Hole,9,32,Other,"Jan 07, 2015",,LTC,"Mar 12, 1978"
 0213108,Abandoned,Surge Energy Inc. (0YK4),0YK4,10-24-089-09W5,"Dec 17, 2018","Feb 19, 2019",Closed,Hole,575,606,Cement Squeeze/Plug,"Feb 14, 2019",,LTC,"Mar 20, 1998"
 0213576,Abandoned,Greenfire Resources Operating Corporation (A8PA),0NY5,08-34-084-11W4,"Dec 18, 2003","Jan 15, 2004",Closed,Thread Leak,267,312,Cement Squeeze/Plug,"Dec 18, 2003",SAGD,LTC,"Mar 26, 1998"
 0244963,Abandoned,Suncor Energy Inc. (0054),0246,14-04-093-12W4,"Dec 18, 2006","Dec 22, 2006",Closed,Thread Leak,100,110,Cement Squeeze/Plug,"Jan 23, 2007",,LTC,"Dec 15, 2000"
 0208991,Abandoned,Obsidian Energy Ltd. (0BP8),0BP8,16-19-057-09W5,"Dec 18, 2020","Dec 18, 2020",Closed,Hole,1638,1648,Cement Squeeze/Plug,"Dec 20, 2020",,LTC,"Jan 05, 1998"
 0070113,Abandoned,Secure Energy Services Inc. (A267),0NZ1,10-22-047-02W5,"Dec 19, 2018","Jan 08, 2019",Closed,Parted,729,735,Bridge Plug,"Dec 20, 2018",,LTC,"Aug 21, 1978"
 0048945,Abandoned,Secure Energy Services Inc. (A267),0DP2,07-15-039-26W4,"Dec 20, 1998","Dec 23, 1998",Closed,Hole,,,Well/Zone Abandoned,"Feb 15, 1999",,LTC,"Mar 02, 1974"
 0245283,Abandoned,Cenovus Energy Inc. (A5D4),0XL9,04-14-051-16W5,"Dec 20, 2012","Dec 20, 2012",Closed,Hole,544,620,Cement Squeeze/Plug,"Jan 05, 2013",,LTC,"Dec 18, 2000"
 0055731,Abandoned,Strathcona Resources Ltd. (A8FG),0063,06-13-058-05W4,"Dec 21, 1977","Dec 21, 1977",Closed,Parted,,,Not Converted,"Nov 30, 2002",Cyclic Steam,LTC,"Nov 22, 1975"
